Year,Nation1,Nation2,Nations,Frequency
1882,scotland,NA,scotland:NA,255
1882,russia,NA,russia:NA,6
1882,wales,NA,wales:NA,114
1882,gibraltar,NA,gibraltar:NA,217
1882,west india,NA,west india:NA,31
1882,france,england,france:england,2
1882,france,portugal,france:portugal,1
1882,west indies,demerara,west indies:demerara,1
1882,central africa,nyassa,central africa:nyassa,1
1882,armenia,NA,armenia:NA,41
1882,colonial,NA,colonial:NA,82
1882,england,turkey,england:turkey,1
1882,canada,NA,canada:NA,13
1882,malta,NA,malta:NA,14
1882,south africa,NA,south africa:NA,13
1882,england,spain,england:spain,1
1882,spain,spanish,spain:spanish,1
1882,central,russia,central:russia,1
1882,africa,zululand,africa:zululand,3
1882,spain,cuba,spain:cuba,1
1882,ireland,west coast,ireland:west coast,1
1882,straits settlements,NA,straits settlements:NA,5
1882,transvaal,NA,transvaal:NA,18
1882,england,germany,england:germany,1
1882,victoria,NA,victoria:NA,13
1882,congo,NA,congo:NA,14
1882,egypt,austria,egypt:austria,1
1882,turkey,greece,turkey:greece,2
1882,russia,austria,russia:austria,1
1882,south africa,natal,south africa:natal,4
1882,egypt,europeans,egypt:europeans,4
1882,egypt,italy,egypt:italy,4
1882,africa,west coast,africa:west coast,2
1882,heligoland,NA,heligoland:NA,3
1882,natal,NA,natal:NA,60
1882,east india,NA,east india:NA,38
1882,united kingdom,NA,united kingdom:NA,59
1882,austria,turkey,austria:turkey,1
1882,india,america,india:america,2
1882,central,england,central:england,1
1882,england and wales,NA,england and wales:NA,18
1882,madagascar,NA,madagascar:NA,3
1882,nicaragua,NA,nicaragua:NA,13
1882,south africa,zululand,south africa:zululand,3
1882,korea,NA,korea:NA,1
1882,china,hong kong,china:hong kong,1
1882,tunis,NA,tunis:NA,3
1882,germany,NA,germany:NA,7
1882,greece,NA,greece:NA,12
1882,vatican,NA,vatican:NA,35
1882,jews,russia,jews:russia,1
1882,south africa,transvaal,south africa:transvaal,11
1882,ireland,ireland,ireland:ireland,8
1882,cyprus,malta,cyprus:malta,1
1882,chili,NA,chili:NA,1
1882,india,bengal,india:bengal,5
1882,india,NA,india:NA,308
1883,west coast,africa,west coast:africa,1
1883,mauritius,NA,mauritius:NA,67
1883,england,france,england:france,1
1883,england,NA,england:NA,626
1883,colonies,new guinea,colonies:new guinea,2
1883,holland,NA,holland:NA,49
1883,bulgaria,NA,bulgaria:NA,85
1883,spain,england,spain:england,1
1883,india,india,india:india,3
1883,france,NA,france:NA,221
1883,new zealand,NA,new zealand:NA,1
1883,newfoundland,united states,newfoundland:united states,1
1883,home,NA,home:NA,83
1883,newfoundland,NA,newfoundland:NA,2
1883,west indies,grenada,west indies:grenada,1
1883,tangier,NA,tangier:NA,23
1883,africa,NA,africa:NA,114
1883,gibraltar,egypt,gibraltar:egypt,1
1883,the colonies,NA,the colonies:NA,76
1883,united states,mexico,united states:mexico,1
1883,egypt,india,egypt:india,1
1883,portugal,angola,portugal:angola,1
1883,spain,NA,spain:NA,66
1883,egypt,arabi,egypt:arabi,3
1883,china,NA,china:NA,2
1883,brazil,NA,brazil:NA,2
1883,egypt,NA,egypt:NA,508
1883,ireland,NA,ireland:NA,11825
1883,islands of the pacific,new guinea,islands of the pacific:new guinea,6
1883,colonies,queensland,colonies:queensland,2
1883,turkey,NA,turkey:NA,129
1883,chili,peru,chili:peru,4
1883,south wales,NA,south wales:NA,40
1883,roumania,bulgaria,roumania:bulgaria,1
1883,new guinea,queensland,new guinea:queensland,8
1883,turkey,russia,turkey:russia,1
1883,bechuanaland,NA,bechuanaland:NA,18
1883,africa,congo,africa:congo,8
1883,turkey,jews,turkey:jews,1
1883,united states,NA,united states:NA,259
1883,central,NA,central:NA,1
1883,queensland,NA,queensland:NA,44
1883,corea,united states,corea:united states,1
1883,cyprus,NA,cyprus:NA,17
1883,morocco,NA,morocco:NA,3
1883,russia,jews,russia:jews,2
1883,mexico,NA,mexico:NA,2
1883,colonies,NA,colonies:NA,222
1883,roumania,NA,roumania:NA,72
1883,ireland,west,ireland:west,4
1883,new south wales,NA,new south wales:NA,51
1883,congo,england,congo:england,1
1883,ireland,scotland,ireland:scotland,1
1883,america,NA,america:NA,35
1883,jamaica,NA,jamaica:NA,5
1883,west indies,jamaica,west indies:jamaica,3
1883,afghanistan,NA,afghanistan:NA,58
1883,madagascar,west coast,madagascar:west coast,2
1883,england and wales,poland,england and wales:poland,1
1883,pacific,new guinea,pacific:new guinea,1
1883,the channel islands,NA,the channel islands:NA,27
1883,india,assam,india:assam,1
1883,scotland,NA,scotland:NA,1845
1883,russia,NA,russia:NA,91
1883,annam,NA,annam:NA,14
1883,wales,NA,wales:NA,458
1883,gibraltar,NA,gibraltar:NA,6
1883,fiji,NA,fiji:NA,2
1883,afghanistan,afghanistan,afghanistan:afghanistan,1
1883,egypt,cyprus,egypt:cyprus,1
1883,turkey,lebanon,turkey:lebanon,4
1883,west,NA,west:NA,63
1883,italy,NA,italy:NA,27
1883,congo,portugal,congo:portugal,1
1883,papal,vatican,papal:vatican,3
1883,madagascar,england,madagascar:england,1
1883,armenia,NA,armenia:NA,111
1883,scotland,highlands and islands,scotland:highlands and islands,4
1883,africa,sierra leone,africa:sierra leone,1
1883,west,west,west:west,1
1883,colonial,NA,colonial:NA,70
1883,canada,NA,canada:NA,101
1883,malta,NA,malta:NA,29
1883,india,darjeeling,india:darjeeling,1
1883,seychelles,mauritius,seychelles:mauritius,1
1883,south africa,NA,south africa:NA,40
1883,england,spain,england:spain,1
1883,pondoland,NA,pondoland:NA,6
1883,france,china,france:china,4
1883,turkey,macedonia,turkey:macedonia,1
1883,portugal,NA,portugal:NA,91
1883,palestine,NA,palestine:NA,5
1883,central,russia,central:russia,1
1883,africa,zululand,africa:zululand,1
1883,spain,cuba,spain:cuba,1
1883,canada,canada,canada:canada,1
1883,transvaal,NA,transvaal:NA,241
1883,straits settlements,NA,straits settlements:NA,5
1883,england,madagascar,england:madagascar,1
1883,india,afghanistan,india:afghanistan,2
1883,guiana,NA,guiana:NA,8
1883,papal,NA,papal:NA,5
1883,victoria,NA,victoria:NA,119
1883,west coast,NA,west coast:NA,28
1883,congo,NA,congo:NA,39
1883,islands of the pacific,new hebrides,islands of the pacific:new hebrides,3
1883,scotland,ireland,scotland:ireland,2
1883,madagascar,france,madagascar:france,7
1883,south africa,natal,south africa:natal,3
1883,africa,west coast,africa:west coast,15
1883,canada,england,canada:england,1
1883,heligoland,NA,heligoland:NA,1
1883,pacific,NA,pacific:NA,26
1883,egypt,egypt,egypt:egypt,1
1883,scotland,scotland,scotland:scotland,2
1883,natal,NA,natal:NA,16
1883,jamaica,leeward islands,jamaica:leeward islands,1
1883,east india,NA,east india:NA,55
1883,united kingdom,NA,united kingdom:NA,25
1883,madagascar,NA,madagascar:NA,121
1883,england and wales,NA,england and wales:NA,289
1883,france,tunis,france:tunis,1
1883,arabi,NA,arabi:NA,4
1883,scotland,home,scotland:home,1
1883,ireland,united states,ireland:united states,4
1883,south africa,zululand,south africa:zululand,25
1883,spain,gibraltar,spain:gibraltar,14
1883,england,scotland,england:scotland,4
1883,india,europeans,india:europeans,3
1883,england,mexico,england:mexico,1
1883,tunis,NA,tunis:NA,2
1883,germany,NA,germany:NA,19
1883,channel islands,NA,channel islands:NA,12
1883,niger,NA,niger:NA,4
1883,portugal,mozambique,portugal:mozambique,1
1883,britannia,NA,britannia:NA,55
1883,islands of the south pacific,new hebrides,islands of the south pacific:new hebrides,1
1883,spain,tangier,spain:tangier,2
1883,vatican,NA,vatican:NA,45
1883,hong kong,NA,hong kong:NA,55
1883,imperial,ireland,imperial:ireland,1
1883,british guiana,NA,british guiana:NA,1
1883,islands of the pacific,colonies,islands of the pacific:colonies,9
1883,west indies,NA,west indies:NA,48
1883,south africa,transvaal,south africa:transvaal,43
1883,england,the colonies,england:the colonies,1
1883,ireland,ireland,ireland:ireland,2
1883,portugal,congo,portugal:congo,2
1883,south africa,bechuanaland,south africa:bechuanaland,5
1883,the niger,NA,the niger:NA,14
1883,ashanti,NA,ashanti:NA,3
1883,south africa,pondoland,south africa:pondoland,1
1883,india,bengal,india:bengal,4
1883,ireland,central,ireland:central,1
1883,england,ireland,england:ireland,1
1883,morocco,tangier,morocco:tangier,4
1883,france,annam,france:annam,2
1883,ireland,canada,ireland:canada,2
1883,india,NA,india:NA,1010
1884,mauritius,NA,mauritius:NA,23
1884,england,NA,england:NA,135
1884,colonies,new guinea,colonies:new guinea,1
1884,siam,NA,siam:NA,2
1884,united states of america,NA,united states of america:NA,65
1884,japan,NA,japan:NA,1
1884,india,india,india:india,2
1884,france,NA,france:NA,134
1884,new zealand,NA,new zealand:NA,1
1884,united states of america,west india,united states of america:west india,1
1884,home,NA,home:NA,22
1884,colonial,natal,colonial:natal,1
1884,africa,cape colony,africa:cape colony,1
1884,west indies,grenada,west indies:grenada,4
1884,australia,NA,australia:NA,9
1884,belgium,NA,belgium:NA,1
1884,scotland,west coast,scotland:west coast,1
1884,africa,NA,africa:NA,28
1884,scotland,orkney,scotland:orkney,1
1884,africa,bechuanaland,africa:bechuanaland,7
1884,spain,NA,spain:NA,183
1884,china,NA,china:NA,12
1884,egypt,NA,egypt:NA,363
1884,ireland,NA,ireland:NA,12094
1884,islands of the pacific,new guinea,islands of the pacific:new guinea,1
1884,turkey,NA,turkey:NA,9
1884,india,east india,india:east india,3
1884,chili,peru,chili:peru,1
1884,south wales,NA,south wales:NA,4
1884,malay states,NA,malay states:NA,5
1884,portugal,africa,portugal:africa,1
1884,africa,transvaal,africa:transvaal,1
1884,egypt,turkey,egypt:turkey,2
1884,central,NA,central:NA,24
1884,united states,NA,united states:NA,6
1884,queensland,NA,queensland:NA,6
1884,west,england,west:england,1
1884,egypt,france,egypt:france,6
1884,morocco,NA,morocco:NA,7
1884,mexico,NA,mexico:NA,1
1884,colonies,NA,colonies:NA,34
1884,roumania,NA,roumania:NA,57
1884,ireland,west,ireland:west,1
1884,guinea,NA,guinea:NA,4
1884,new south wales,NA,new south wales:NA,2
1884,united states,west india,united states:west india,1
1884,ireland,scotland,ireland:scotland,1
1884,america,NA,america:NA,51
1884,africa,west,africa:west,1
1884,west indies,jamaica,west indies:jamaica,1
1884,jamaica,NA,jamaica:NA,4
