Year,Nation1,Nation2,Nations,Frequency
1900,orange free state,NA,orange free state:NA,57
1900,pacific,NA,pacific:NA,13
1900,natal,NA,natal:NA,69
1900,central,africa,central:africa,1
1900,east india,NA,east india:NA,1
1900,united kingdom,NA,united kingdom:NA,26
1900,arab,NA,arab:NA,1
1900,macedonia,NA,macedonia:NA,10
1900,madagascar,NA,madagascar:NA,39
1900,nicaragua,NA,nicaragua:NA,1
1900,china,china,china:china,1
1900,korea,NA,korea:NA,1
1900,bermuda,NA,bermuda:NA,1
1900,finland,NA,finland:NA,1
1900,bengal,NA,bengal:NA,2
1900,cape colony,rhodesia,cape colony:rhodesia,1
1900,cape colony,NA,cape colony:NA,108
1900,india,imperial,india:imperial,2
1900,oman,west,oman:west,1
1900,china,united states,china:united states,1
1900,venezuela,NA,venezuela:NA,1
1900,germany,NA,germany:NA,62
1900,colonial,imperial,colonial:imperial,1
1900,channel islands,NA,channel islands:NA,9
1900,britannia,NA,britannia:NA,38
1900,new hebrides,NA,new hebrides:NA,10
1900,hong kong,NA,hong kong:NA,59
1900,punjab,NA,punjab:NA,5
1900,british guiana,NA,british guiana:NA,1
1900,west coast,ireland,west coast:ireland,1
1900,uganda,NA,uganda:NA,56
1900,russia,afghanistan,russia:afghanistan,1
1900,zululand,south africa,zululand:south africa,1
1900,boer,cape colony,boer:cape colony,1
1900,somaliland,NA,somaliland:NA,1
1900,south africa,home,south africa:home,1
1900,west indies,NA,west indies:NA,3
1900,west,india,west:india,1
1900,south africa,transvaal,south africa:transvaal,3
1900,ashanti,NA,ashanti:NA,17
1900,honduras,NA,honduras:NA,8
1900,india,bengal,india:bengal,2
1900,goa,portugal,goa:portugal,1
1900,central,ireland,central:ireland,2
1900,england,ireland,england:ireland,2
1900,central,america,central:america,1
1900,jamaica,nova scotia,jamaica:nova scotia,1
1900,congo free state,NA,congo free state:NA,1
1900,boer,france,boer:france,1
1900,south africa,china,south africa:china,1
1900,india,NA,india:NA,518
1901,west coast,africa,west coast:africa,1
1901,mauritius,NA,mauritius:NA,1
1901,england,NA,england:NA,100
1901,burma,NA,burma:NA,1
1901,japan,NA,japan:NA,7
1901,south africa,boer,south africa:boer,7
1901,jordan,NA,jordan:NA,17
1901,home,NA,home:NA,75
1901,newfoundland,NA,newfoundland:NA,3
1901,zanzibar,NA,zanzibar:NA,71
1901,imperial,india,imperial:india,1
1901,belgium,NA,belgium:NA,16
1901,west,australia,west:australia,1
1901,australia,NA,australia:NA,21
1901,west,africa,west:africa,2
1901,africa,NA,africa:NA,307
1901,the colonies,NA,the colonies:NA,129
1901,ashanti,west,ashanti:west,1
1901,swaziland,NA,swaziland:NA,2
1901,boer,ireland,boer:ireland,1
1901,south africa,australia,south africa:australia,2
1901,china,NA,china:NA,262
1901,rhodesia,NA,rhodesia:NA,16
1901,imperial,NA,imperial:NA,95
1901,imperial,germany,imperial:germany,1
1901,ireland,NA,ireland:NA,3001
1901,egypt,NA,egypt:NA,23
1901,turkey,NA,turkey:NA,103
1901,south wales,NA,south wales:NA,71
1901,samoa,NA,samoa:NA,1
1901,netherlands,NA,netherlands:NA,6
1901,argentine,NA,argentine:NA,1
1901,united states,NA,united states:NA,95
1901,central,NA,central:NA,76
1901,cyprus,NA,cyprus:NA,5
1901,queensland,NA,queensland:NA,20
1901,mexico,NA,mexico:NA,28
1901,colonies,NA,colonies:NA,81
1901,japan,china,japan:china,1
1901,north borneo,NA,north borneo:NA,20
1901,france,morocco,france:morocco,1
1901,boer,NA,boer:NA,246
1901,borneo,NA,borneo:NA,6
1901,central,arabia,central:arabia,1
1901,scotland,NA,scotland:NA,567
1901,russia,NA,russia:NA,88
1901,wales,NA,wales:NA,97
1901,gibraltar,NA,gibraltar:NA,152
1901,imperial,australia,imperial:australia,2
1901,west india,NA,west india:NA,6
1901,trinidad,NA,trinidad:NA,15
1901,kaffirs,NA,kaffirs:NA,21
1901,gold coast,NA,gold coast:NA,25
1901,west,NA,west:NA,37
1901,ireland,new zealand,ireland:new zealand,1
1901,italy,NA,italy:NA,1
1901,india,central,india:central,1
1901,germany,congo free state,germany:congo free state,1
1901,colonial,NA,colonial:NA,33
1901,canada,NA,canada:NA,29
1901,oman,ireland,oman:ireland,1
1901,colonial,south africa,colonial:south africa,2
1901,boer,tasmania,boer:tasmania,1
1901,malta,NA,malta:NA,4
1901,boer,india,boer:india,3
1901,malta,gibraltar,malta:gibraltar,1
1901,south africa,NA,south africa:NA,1212
1901,germany,italy,germany:italy,1
1901,india,china,india:china,1
1901,achill,NA,achill:NA,1
1901,transvaal,NA,transvaal:NA,257
1901,scilly islands,NA,scilly islands:NA,1
1901,victoria,NA,victoria:NA,120
1901,boer,canada,boer:canada,1
1901,china,italy,china:italy,1
1901,scotland,ireland,scotland:ireland,1
1901,south africa,natal,south africa:natal,1
1901,pacific,NA,pacific:NA,19
1901,natal,NA,natal:NA,28
1901,east india,NA,east india:NA,2
1901,highlands and islands,scotland,highlands and islands:scotland,1
1901,south africa,imperial,south africa:imperial,1
1901,macedonia,NA,macedonia:NA,29
1901,imperial,south africa,imperial:south africa,2
1901,arabi,NA,arabi:NA,13
1901,nicaragua,NA,nicaragua:NA,2
1901,korea,NA,korea:NA,2
1901,imperial,colonial,imperial:colonial,1
1901,finland,NA,finland:NA,28
1901,bengal,NA,bengal:NA,18
1901,colonial,jamaica,colonial:jamaica,1
1901,cape colony,NA,cape colony:NA,107
1901,england,scotland,england:scotland,1
1901,germany,NA,germany:NA,83
1901,china,russia,china:russia,6
1901,south africa,arab,south africa:arab,1
1901,britannia,NA,britannia:NA,94
1901,hong kong,NA,hong kong:NA,1
1901,punjab,NA,punjab:NA,1
1901,uganda,NA,uganda:NA,2
1901,boer,cape colony,boer:cape colony,1
1901,somaliland,NA,somaliland:NA,6
1901,west indies,NA,west indies:NA,21
1901,south africa,transvaal,south africa:transvaal,2
1901,the colonies,india,the colonies:india,1
1901,ashanti,NA,ashanti:NA,30
1901,guernsey,NA,guernsey:NA,1
1901,patagonia,NA,patagonia:NA,31
1901,south africa,south africa,south africa:south africa,2
1901,india,NA,india:NA,281
1902,kaffir,NA,kaffir:NA,20
1902,the hebrides,NA,the hebrides:NA,30
1902,south africa,boer,south africa:boer,11
1902,new zealand,NA,new zealand:NA,11
1902,newfoundland,NA,newfoundland:NA,25
1902,india,west,india:west,1
1902,rhodesia,imperial,rhodesia:imperial,2
1902,australia,NA,australia:NA,108
1902,west,africa,west:africa,5
1902,rhodesia,transvaal,rhodesia:transvaal,1
1902,the colonies,NA,the colonies:NA,126
1902,south africa,colonial,south africa:colonial,2
1902,home,south africa,home:south africa,2
1902,bolivia,NA,bolivia:NA,2
1902,india,punjab,india:punjab,1
1902,france,siam,france:siam,1
1902,chad,NA,chad:NA,6
1902,fiji,new zealand,fiji:new zealand,1
1902,nigeria,NA,nigeria:NA,34
1902,south africa,central africa,south africa:central africa,1
1902,imperial,NA,imperial:NA,364
1902,egypt,NA,egypt:NA,1
1902,germany,south africa,germany:south africa,1
1902,south wales,NA,south wales:NA,63
1902,burma,china,burma:china,1
1902,argentine,NA,argentine:NA,45
1902,central,NA,central:NA,410
1902,sierra leone,NA,sierra leone:NA,3
1902,colonies,NA,colonies:NA,90
1902,roumania,NA,roumania:NA,19
1902,guinea,NA,guinea:NA,12
1902,america,NA,america:NA,62
1902,jamaica,NA,jamaica:NA,16
1902,afghanistan,NA,afghanistan:NA,1
1902,hayti,NA,hayti:NA,1
1902,the channel islands,NA,the channel islands:NA,12
1902,wales,NA,wales:NA,1116
1902,india,burma,india:burma,1
1902,west india,NA,west india:NA,10
1902,trinidad,NA,trinidad:NA,1
1902,somaliland,india,somaliland:india,1
1902,gold coast,NA,gold coast:NA,1
1902,italy,NA,italy:NA,27
1902,british honduras,NA,british honduras:NA,1
1902,india,central,india:central,1
1902,armenia,NA,armenia:NA,13
1902,central africa,NA,central africa:NA,69
1902,atlantic,pacific,atlantic:pacific,1
1902,india,darjeeling,india:darjeeling,1
1902,south africa,NA,south africa:NA,2041
1902,liberia,NA,liberia:NA,24
1902,achill,NA,achill:NA,2
1902,south africa,central,south africa:central,1
1902,atlantic,NA,atlantic:NA,145
1902,canada,america,canada:america,1
1902,china,new zealand,china:new zealand,1
1902,hebrides,NA,hebrides:NA,62
1902,victoria,NA,victoria:NA,44
1902,afghanistan,germany,afghanistan:germany,2
1902,scotland,ireland,scotland:ireland,1
1902,imperial,natal,imperial:natal,1
1902,south africa,cape colony,south africa:cape colony,2
1902,south africa,natal,south africa:natal,5
1902,pacific,queensland,pacific:queensland,1
1902,natal,NA,natal:NA,16
1902,west,socotra,west:socotra,1
1902,south africa,imperial,south africa:imperial,2
1902,england and wales,NA,england and wales:NA,943
1902,switzerland,NA,switzerland:NA,24
1902,caledonia,NA,caledonia:NA,13
1902,bermuda,NA,bermuda:NA,42
1902,bengal,NA,bengal:NA,56
1902,england,scotland,england:scotland,1
1902,venezuela,NA,venezuela:NA,13
1902,channel islands,NA,channel islands:NA,6
1902,niger,NA,niger:NA,4
1902,new hebrides,NA,new hebrides:NA,8
1902,the colonies,colonial,the colonies:colonial,1
1902,hong kong,NA,hong kong:NA,204
1902,the orkney islands,NA,the orkney islands:NA,32
1902,punjab,NA,punjab:NA,46
1902,france,spain,france:spain,1
1902,west indies,NA,west indies:NA,41
1902,south africa,transvaal,south africa:transvaal,5
1902,holland,central,holland:central,1
1902,the niger,NA,the niger:NA,22
1902,chili,NA,chili:NA,21
1902,south africa,victoria,south africa:victoria,2
1902,honduras,NA,honduras:NA,41
1902,india,NA,india:NA,1179
1902,imperial,east india,imperial:east india,1
1902,england,NA,england:NA,189
1902,burma,NA,burma:NA,2
1902,british columbia,NA,british columbia:NA,2
1902,barbados,NA,barbados:NA,29
1902,imperial,transvaal,imperial:transvaal,1
1902,japan,NA,japan:NA,64
1902,india,india,india:india,1
1902,orkney,NA,orkney:NA,107
1902,home,NA,home:NA,240
1902,russia,korea,russia:korea,1
1902,zanzibar,NA,zanzibar:NA,25
1902,assam,NA,assam:NA,52
1902,africa,NA,africa:NA,882
1902,imperial,home,imperial:home,3
1902,japan,siam,japan:siam,1
1902,new zealand,china,new zealand:china,3
1902,danish,NA,danish:NA,10
1902,panama,america,panama:america,1
1902,russia,morocco,russia:morocco,1
1902,spain,NA,spain:NA,62
1902,india,south africa,india:south africa,1
1902,philippines,NA,philippines:NA,47
1902,china,NA,china:NA,114
1902,rhodesia,NA,rhodesia:NA,58
1902,darjeeling,NA,darjeeling:NA,27
1902,brazil,NA,brazil:NA,16
1902,cuba,united states,cuba:united states,1
1902,ireland,NA,ireland:NA,3975
1902,turkey,NA,turkey:NA,83
1902,europe,NA,europe:NA,19
1902,jersey,NA,jersey:NA,1
1902,rhodesia,south africa,rhodesia:south africa,1
1902,highlands and islands,NA,highlands and islands:NA,44
1902,netherlands,NA,netherlands:NA,1
1902,united states,NA,united states:NA,134
1902,queensland,NA,queensland:NA,41
1902,cyprus,NA,cyprus:NA,20
1902,argentina,NA,argentina:NA,34
1902,morocco,NA,morocco:NA,47
1902,singapore,NA,singapore:NA,1
1902,new south wales,NA,new south wales:NA,31
1902,shetland,NA,shetland:NA,35
1902,boer,NA,boer:NA,406
1902,russia,NA,russia:NA,21
1902,scotland,NA,scotland:NA,1040
1902,gibraltar,NA,gibraltar:NA,45
1902,pacific islands,NA,pacific islands:NA,26
1902,home,india,home:india,1
1902,blasket islands,NA,blasket islands:NA,1
1902,west,NA,west:NA,97
1902,british guiana,brazil,british guiana:brazil,1
1902,philippine islands,NA,philippine islands:NA,25
1902,new zealand,south africa,new zealand:south africa,1
1902,india,the colonies,india:the colonies,1
1902,colonial,NA,colonial:NA,424
1902,gibraltar,spanish,gibraltar:spanish,1
1902,hungary,australia,hungary:australia,1
1902,canada,NA,canada:NA,148
1902,nevis,NA,nevis:NA,20
1902,uganda,africa,uganda:africa,1
1902,malta,NA,malta:NA,105
1902,colonial,boer,colonial:boer,1
1902,spanish,NA,spanish:NA,2
1902,portugal,NA,portugal:NA,1
1902,boer,bermuda,boer:bermuda,2
1902,new guinea,NA,new guinea:NA,3
1902,roumania,jews,roumania:jews,1
1902,transvaal,NA,transvaal:NA,208
1902,south africa,colonies,south africa:colonies,5
1902,socotra,NA,socotra:NA,32
1902,argentine republic,NA,argentine republic:NA,1
1902,guiana,NA,guiana:NA,8
1902,dominica,NA,dominica:NA,2
1902,congo,NA,congo:NA,86
1902,home,china,home:china,1
1902,st kitts,NA,st kitts:NA,15
1902,lagos,NA,lagos:NA,1
1902,orange free state,NA,orange free state:NA,6
1902,pacific,NA,pacific:NA,25
1902,transvaal,cape colony,transvaal:cape colony,1
1902,east india,NA,east india:NA,4
1902,united kingdom,NA,united kingdom:NA,135
1902,macedonia,NA,macedonia:NA,32
1902,imperial,south africa,imperial:south africa,2
1902,colonial,cape colony,colonial:cape colony,1
1902,united states,canada,united states:canada,1
1902,india,west india,india:west india,1
1902,cape colony,NA,cape colony:NA,243
1902,india,imperial,india:imperial,3
1902,germany,NA,germany:NA,97
1902,china,russia,china:russia,1
1902,leeward islands,NA,leeward islands:NA,39
1902,alaska,NA,alaska:NA,1
1902,britannia,NA,britannia:NA,30
1902,imperial,ireland,imperial:ireland,1
1902,british guiana,NA,british guiana:NA,20
1902,uganda,NA,uganda:NA,115
1902,russia,afghanistan,russia:afghanistan,5
1902,guernsey,jersey,guernsey:jersey,1
1902,somaliland,NA,somaliland:NA,67
1902,south africa,home,south africa:home,2
1902,jews,roumania,jews:roumania,1
1902,chile,NA,chile:NA,27
1902,patagonia,NA,patagonia:NA,95
1902,england,ireland,england:ireland,2
1902,continent,NA,continent:NA,45
1902,bona,NA,bona:NA,26
1902,congo free state,NA,congo free state:NA,23
1902,south africa,canada,south africa:canada,2
1902,south africa,south africa,south africa:south africa,2
1903,england,france,england:france,3
1903,south africa,england,south africa:england,1
1903,england,NA,england:NA,78
1903,holland,NA,holland:NA,33
1903,roumelia,NA,roumelia:NA,25
1903,france,NA,france:NA,47
1903,kaffirs,transvaal,kaffirs:transvaal,1
1903,orkney,NA,orkney:NA,192
1903,new zealand,NA,new zealand:NA,80
1903,home,NA,home:NA,80
1903,british and colonial,NA,british and colonial:NA,1
1903,zanzibar,NA,zanzibar:NA,25
1903,germany,united states,germany:united states,1
1903,assam,NA,assam:NA,40
1903,australia,NA,australia:NA,14
1903,west,africa,west:africa,1
1903,africa,NA,africa:NA,347
1903,the colonies,NA,the colonies:NA,292
1903,somaliland,africa,somaliland:africa,1
1903,home,south africa,home:south africa,1
1903,canada,australia,canada:australia,2
1903,cuba,NA,cuba:NA,20
1903,swaziland,NA,swaziland:NA,17
1903,japan,australia,japan:australia,1
1903,nigeria,NA,nigeria:NA,10
1903,the continent,NA,the continent:NA,22
1903,india,south africa,india:south africa,2
1903,transvaal,central,transvaal:central,1
1903,china,NA,china:NA,124
1903,rhodesia,NA,rhodesia:NA,28
1903,imperial,NA,imperial:NA,46
1903,ireland,NA,ireland:NA,1562
1903,egypt,NA,egypt:NA,52
1903,turkey,NA,turkey:NA,30
1903,europe,NA,europe:NA,37
1903,south wales,NA,south wales:NA,16
1903,argentine,NA,argentine:NA,15
1903,the country,NA,the country:NA,80
1903,central,NA,central:NA,107
1903,united states,NA,united states:NA,69
1903,cyprus,NA,cyprus:NA,19
1903,abyssinia,NA,abyssinia:NA,6
1903,south africa,kaffirs,south africa:kaffirs,2
1903,colonies,NA,colonies:NA,264
1903,roumania,NA,roumania:NA,40
1903,nigeria,trinidad,nigeria:trinidad,1
1903,new south wales,NA,new south wales:NA,64
1903,germany,france,germany:france,1
1903,united states,united kingdom,united states:united kingdom,1
1903,jamaica,NA,jamaica:NA,1
1903,shetland,NA,shetland:NA,22
1903,france,united kingdom,france:united kingdom,1
1903,the channel islands,NA,the channel islands:NA,21
1903,colonies,holland,colonies:holland,1
1903,boer,NA,boer:NA,4
1903,canada,united kingdom,canada:united kingdom,1
1903,russia,NA,russia:NA,91
1903,south africa,somaliland,south africa:somaliland,1
1903,scotland,NA,scotland:NA,714
1903,transvaal,central africa,transvaal:central africa,1
1903,wales,NA,wales:NA,125
1903,boer,colonial,boer:colonial,1
1903,gibraltar,NA,gibraltar:NA,13
1903,france,germany,france:germany,1
1903,trinidad,NA,trinidad:NA,2
1903,fiji,NA,fiji:NA,3
1903,gold coast,NA,gold coast:NA,20
1903,west,NA,west:NA,1
1903,india,the colonies,india:the colonies,1
1903,denmark,NA,denmark:NA,37
1903,central africa,NA,central africa:NA,37
1903,colonial,NA,colonial:NA,198
1903,japan,hong kong,japan:hong kong,1
1903,canada,NA,canada:NA,160
1903,malta,NA,malta:NA,98
1903,boer,india,boer:india,1
1903,south africa,NA,south africa:NA,679
1903,south australia,NA,south australia:NA,1
1903,india,china,india:china,1
1903,boer,bermuda,boer:bermuda,1
1903,transvaal,NA,transvaal:NA,369
1903,atlantic,NA,atlantic:NA,2
1903,south africa,colonies,south africa:colonies,1
1903,guiana,NA,guiana:NA,24
1903,victoria,NA,victoria:NA,58
1903,germany,canada,germany:canada,3
1903,united states,cuba,united states:cuba,2
1903,congo,NA,congo:NA,44
1903,canada,germany,canada:germany,1
1903,australia,new zealand,australia:new zealand,1
1903,united kingdom,france,united kingdom:france,1
1903,united states,newfoundland,united states:newfoundland,1
1903,pacific,NA,pacific:NA,19
1903,tibet,NA,tibet:NA,46
1903,natal,NA,natal:NA,29
1903,east india,NA,east india:NA,24
1903,united kingdom,NA,united kingdom:NA,243
1903,macedonia,NA,macedonia:NA,35
1903,united kingdom,united states,united kingdom:united states,1
1903,england and wales,NA,england and wales:NA,153
1903,united states,canada,united states:canada,1
1903,colonies,india,colonies:india,1
1903,bengal,NA,bengal:NA,137
1903,england,scotland,england:scotland,1
1903,venezuela,NA,venezuela:NA,34
1903,england,italy,england:italy,2
1903,canada,home,canada:home,1
1903,germany,NA,germany:NA,46
1903,colonial,imperial,colonial:imperial,1
1903,channel islands,NA,channel islands:NA,4
1903,alaska,NA,alaska:NA,1
1903,hong kong,NA,hong kong:NA,52
1903,france,nigeria,france:nigeria,1
1903,british guiana,NA,british guiana:NA,20
1903,uganda,NA,uganda:NA,55
1903,somaliland,central africa,somaliland:central africa,1
1903,russia,afghanistan,russia:afghanistan,1
1903,somaliland,NA,somaliland:NA,88
1903,west indies,NA,west indies:NA,54
1903,jews,roumania,jews:roumania,1
1903,south africa,transvaal,south africa:transvaal,1
1903,united kingdom,australia,united kingdom:australia,1
1903,austria,hungary,austria:hungary,1
1903,iceland,NA,iceland:NA,32
1903,continent,NA,continent:NA,4
1903,congo free state,NA,congo free state:NA,17
1903,somaliland,italy,somaliland:italy,1
1903,india,NA,india:NA,852
1904,russia,germany,russia:germany,1
1904,england,NA,england:NA,168
1904,holland,NA,holland:NA,28
1904,burma,NA,burma:NA,13
1904,kaffir,NA,kaffir:NA,16
1904,england,natal,england:natal,1
1904,british columbia,NA,british columbia:NA,1
1904,japan,NA,japan:NA,24
1904,france,NA,france:NA,46
1904,kaffirs,transvaal,kaffirs:transvaal,1
1904,orkney,NA,orkney:NA,26
1904,ireland,france,ireland:france,1
1904,new zealand,NA,new zealand:NA,18
1904,home,NA,home:NA,133
1904,central africa,transvaal,central africa:transvaal,1
1904,newfoundland,NA,newfoundland:NA,1
1904,zanzibar,NA,zanzibar:NA,13
1904,assam,NA,assam:NA,145
1904,gibraltar,malta,gibraltar:malta,1
1904,australia,NA,australia:NA,46
1904,transvaal,fiji,transvaal:fiji,1
1904,africa,NA,africa:NA,408
1904,the colonies,NA,the colonies:NA,68
1904,east india,china,east india:china,1
1904,south africa,colonial,south africa:colonial,1
1904,cuba,NA,cuba:NA,20
1904,transvaal,china,transvaal:china,2
1904,swaziland,NA,swaziland:NA,1
1904,spain,NA,spain:NA,19
1904,transvaal,colonies,transvaal:colonies,3
1904,nigeria,NA,nigeria:NA,101
1904,europeans,NA,europeans:NA,10
1904,the continent,NA,the continent:NA,212
1904,india,south africa,india:south africa,1
1904,china,NA,china:NA,134
1904,rhodesia,NA,rhodesia:NA,279
1904,imperial,NA,imperial:NA,323
1904,ireland,NA,ireland:NA,2794
1904,egypt,NA,egypt:NA,53
1904,turkey,NA,turkey:NA,167
1904,denmark,argentine,denmark:argentine,1
1904,south wales,NA,south wales:NA,1
1904,samoa,NA,samoa:NA,34
1904,europeans,malay states,europeans:malay states,1
1904,argentine,NA,argentine:NA,54
1904,central,NA,central:NA,54
1904,united states,NA,united states:NA,60
1904,cyprus,NA,cyprus:NA,18
1904,morocco,NA,morocco:NA,20
1904,colonies,NA,colonies:NA,433
1904,guinea,NA,guinea:NA,4
1904,germany,france,germany:france,1
1904,australia,south africa,australia:south africa,1
1904,america,NA,america:NA,32
1904,afghanistan,NA,afghanistan:NA,32
1904,india,transvaal,india:transvaal,1
1904,north borneo,NA,north borneo:NA,31
1904,shetland,NA,shetland:NA,24
1904,boer,NA,boer:NA,60
1904,borneo,NA,borneo:NA,6
1904,russia,NA,russia:NA,111
1904,scotland,NA,scotland:NA,776
1904,transvaal,central africa,transvaal:central africa,1
1904,wales,NA,wales:NA,173
1904,west india,NA,west india:NA,6
1904,trinidad,NA,trinidad:NA,12
1904,colonies,transvaal,colonies:transvaal,1
1904,kaffirs,NA,kaffirs:NA,29
1904,gold coast,NA,gold coast:NA,31
1904,west,NA,west:NA,179
1904,gold coast,lagos,gold coast:lagos,1
1904,nice,NA,nice:NA,42
1904,tibet,russia,tibet:russia,1
1904,west,ireland,west:ireland,2
1904,denmark,NA,denmark:NA,48
1904,armenia,NA,armenia:NA,22
1904,central africa,NA,central africa:NA,53
1904,colonial,NA,colonial:NA,62
1904,canada,NA,canada:NA,36
1904,colonial,south africa,colonial:south africa,1
1904,france,italy,france:italy,1
1904,malta,NA,malta:NA,107
1904,scotland,england,scotland:england,1
1904,south africa,NA,south africa:NA,1120
1904,england,macedonia,england:macedonia,1
1904,new guinea,NA,new guinea:NA,39
1904,transvaal,NA,transvaal:NA,2378
1904,south africa,colonies,south africa:colonies,2
1904,west indies,united kingdom,west indies:united kingdom,1
1904,united states,abyssinia,united states:abyssinia,1
1904,central,india,central:india,1
1904,victoria,NA,victoria:NA,53
1904,niger coast,NA,niger coast:NA,7
1904,congo,NA,congo:NA,27
1904,imperial,canada,imperial:canada,1
1904,lagos,NA,lagos:NA,44
1904,niger,chad,niger:chad,2
1904,malacca,NA,malacca:NA,143
1904,pacific,NA,pacific:NA,65
1904,tibet,NA,tibet:NA,255
1904,natal,NA,natal:NA,77
1904,east india,NA,east india:NA,28
1904,united kingdom,NA,united kingdom:NA,134
1904,congo free state,south africa,congo free state:south africa,1
1904,macedonia,NA,macedonia:NA,164
1904,east india,the colonies,east india:the colonies,1
1904,england and wales,NA,england and wales:NA,70
1904,germany,austria,germany:austria,1
1904,imperial,south africa,imperial:south africa,1
1904,bermuda,NA,bermuda:NA,59
1904,imperial,colonial,imperial:colonial,2
1904,norway,sweden,norway:sweden,1
1904,transvaal,transvaal,transvaal:transvaal,1
1904,bengal,NA,bengal:NA,32
1904,cape colony,NA,cape colony:NA,78
1904,england,scotland,england:scotland,1
1904,venezuela,NA,venezuela:NA,20
1904,germany,NA,germany:NA,78
1904,united kingdom,the continent,united kingdom:the continent,1
1904,niger,NA,niger:NA,7
1904,india,home,india:home,1
1904,west coast,ireland,west coast:ireland,1
1904,uganda,NA,uganda:NA,38
1904,france,russia,france:russia,1
1904,somaliland,NA,somaliland:NA,40
1904,west indies,NA,west indies:NA,22
1904,russia,japan,russia:japan,2
1904,africa,uganda,africa:uganda,3
1904,united kingdom,germany,united kingdom:germany,1
1904,tibet,india,tibet:india,1
1904,continent,NA,continent:NA,24
1904,iceland,NA,iceland:NA,68
1904,france,belgium,france:belgium,1
1904,congo free state,NA,congo free state:NA,1
1904,china,transvaal,china:transvaal,3
1904,india,NA,india:NA,920
1905,antarctic,NA,antarctic:NA,32
1905,england,france,england:france,1
1905,england,NA,england:NA,364
1905,holland,NA,holland:NA,39
1905,burma,NA,burma:NA,23
1905,japan,NA,japan:NA,21
1905,imperial,england,imperial:england,1
1905,orkney,NA,orkney:NA,42
1905,jordan,NA,jordan:NA,38
1905,new zealand,NA,new zealand:NA,21
1905,central africa,transvaal,central africa:transvaal,1
1905,home,NA,home:NA,110
1905,newfoundland,NA,newfoundland:NA,1
1905,british and colonial,NA,british and colonial:NA,33
1905,zanzibar,NA,zanzibar:NA,36
1905,assam,NA,assam:NA,128
1905,west,australia,west:australia,1
1905,australia,NA,australia:NA,90
1905,west,africa,west:africa,2
1905,africa,NA,africa:NA,212
1905,the colonies,NA,the colonies:NA,162
1905,america,cuba,america:cuba,1
1905,europeans,NA,europeans:NA,62
1905,nigeria,NA,nigeria:NA,103
1905,the continent,NA,the continent:NA,165
1905,india,colonial,india:colonial,2
1905,rhodesia,NA,rhodesia:NA,2
1905,china,NA,china:NA,96
1905,imperial,NA,imperial:NA,110
1905,ireland,NA,ireland:NA,3590
1905,egypt,NA,egypt:NA,140
1905,turkey,NA,turkey:NA,10
1905,transvaal,kaffirs,transvaal:kaffirs,1
1905,europe,NA,europe:NA,29
1905,highlands and islands,NA,highlands and islands:NA,1
1905,samoa,NA,samoa:NA,1
1905,italy,congo free state,italy:congo free state,1
1905,the country,NA,the country:NA,17
1905,central,NA,central:NA,88
1905,united states,NA,united states:NA,71
1905,cyprus,NA,cyprus:NA,1
1905,bermuda,jamaica,bermuda:jamaica,1
1905,morocco,NA,morocco:NA,15
1905,colonies,NA,colonies:NA,128
1905,singapore,NA,singapore:NA,52
1905,ireland,scotland,ireland:scotland,1
1905,america,NA,america:NA,14
1905,transvaal,boer,transvaal:boer,1
1905,jamaica,NA,jamaica:NA,14
1905,afghanistan,NA,afghanistan:NA,94
1905,shetland,NA,shetland:NA,46
1905,imperial,united kingdom,imperial:united kingdom,1
1905,north borneo,NA,north borneo:NA,124
1905,marshall islands,NA,marshall islands:NA,4
1905,chad,nigeria,chad:nigeria,1
1905,borneo,NA,borneo:NA,24
1905,canada,united kingdom,canada:united kingdom,1
1905,scotland,NA,scotland:NA,1351
1905,russia,NA,russia:NA,1
1905,transvaal,central africa,transvaal:central africa,1
1905,wales,NA,wales:NA,24
1905,gibraltar,NA,gibraltar:NA,76
1905,france,germany,france:germany,1
1905,west india,NA,west india:NA,1
1905,gold coast,NA,gold coast:NA,5
1905,west,NA,west:NA,173
1905,the marshall islands,NA,the marshall islands:NA,18
1905,british empire,NA,british empire:NA,25
1905,west,ireland,west:ireland,2
1905,india,the colonies,india:the colonies,1
1905,bermuda,barbados,bermuda:barbados,1
1905,united states,england,united states:england,1
1905,colonial,NA,colonial:NA,314
1905,canada,NA,canada:NA,68
1905,united states,france,united states:france,1
1905,colonial,south africa,colonial:south africa,1
1905,malta,NA,malta:NA,107
1905,south africa,NA,south africa:NA,1045
1905,germany,italy,germany:italy,2
1905,spanish,NA,spanish:NA,28
1905,achill,NA,achill:NA,61
1905,transvaal,NA,transvaal:NA,866
1905,atlantic,NA,atlantic:NA,1
1905,hebrides,NA,hebrides:NA,4
1905,victoria,NA,victoria:NA,130
1905,congo,NA,congo:NA,15
1905,scotland,ireland,scotland:ireland,1
1905,lagos,NA,lagos:NA,59
1905,united states,colonies,united states:colonies,1
1905,west,scotland,west:scotland,1
1905,kaffir,natal,kaffir:natal,1
1905,pacific,NA,pacific:NA,1
1905,tibet,NA,tibet:NA,2
1905,natal,NA,natal:NA,36
1905,east india,NA,east india:NA,3
1905,united kingdom,NA,united kingdom:NA,118
1905,highlands and islands,scotland,highlands and islands:scotland,1
1905,macedonia,NA,macedonia:NA,69
1905,england and wales,NA,england and wales:NA,105
1905,switzerland,NA,switzerland:NA,38
1905,madagascar,NA,madagascar:NA,19
